,Tweets,Tweets_token,rating_description_str,lower,no_punc,stopwords_removed,pos_tags,wordnet_pos,lemmatized
14,"The 10 best manga to read in 2022, as recommend by Japanese bookstores #URL# #URL#","['The', '10', 'best', 'manga', 'to', 'read', 'in', '2022,', 'as', 'recommend', 'by', 'Japanese', 'bookstores', '#URL#', '#URL#']","The 10 best manga to read in 2022, as recommend by Japanese bookstores #URL# #URL#","['the', '10', 'best', 'manga', 'to', 'read', 'in', '2022', ',', 'as', 'recommend', 'by', 'japanese', 'bookstores', '#', 'url', '#', '#', 'url', '#']","['the', '10', 'best', 'manga', 'to', 'read', 'in', '2022', 'as', 'recommend', 'by', 'japanese', 'bookstores', 'url', 'url']","['10', 'best', 'manga', 'to', 'read', 'in', '2022', 'as', 'recommend', 'by', 'japanese', 'bookstores']","[('10', 'CD'), ('best', 'JJS'), ('manga', 'NN'), ('to', 'TO'), ('read', 'VB'), ('in', 'IN'), ('2022', 'CD'), ('as', 'IN'), ('recommend', 'NN'), ('by', 'IN'), ('japanese', 'JJ'), ('bookstores', 'NNS')]","[('10', 'n'), ('best', 'a'), ('manga', 'n'), ('to', 'n'), ('read', 'v'), ('in', 'n'), ('2022', 'n'), ('as', 'n'), ('recommend', 'n'), ('by', 'n'), ('japanese', 'a'), ('bookstores', 'n')]","['10', 'best', 'manga', 'to', 'read', 'in', '2022', 'a', 'recommend', 'by', 'japanese', 'bookstore']"
15,Cops to step up Covid-19 SOP checks throughout CNY #URL# #URL#,"['Cops', 'to', 'step', 'up', 'Covid-19', 'SOP', 'checks', 'throughout', 'CNY', '#URL#', '#URL#']",Cops to step up Covid-19 SOP checks throughout CNY #URL# #URL#,"['cops', 'to', 'step', 'up', 'covid-19', 'sop', 'checks', 'throughout', 'cny', '#', 'url', '#', '#', 'url', '#']","['cops', 'to', 'step', 'up', 'covid-19', 'sop', 'checks', 'throughout', 'cny', 'url', 'url']","['cops', 'to', 'step', 'up', 'covid-19', 'sop', 'checks', 'throughout', 'cny']","[('cops', 'NNS'), ('to', 'TO'), ('step', 'VB'), ('up', 'RP'), ('covid-19', 'JJ'), ('sop', 'NN'), ('checks', 'NNS'), ('throughout', 'IN'), ('cny', 'NN')]","[('cops', 'n'), ('to', 'n'), ('step', 'v'), ('up', 'r'), ('covid-19', 'a'), ('sop', 'n'), ('checks', 'n'), ('throughout', 'n'), ('cny', 'n')]","['cop', 'to', 'step', 'up', 'covid-19', 'sop', 'check', 'throughout', 'cny']"
16,New atom-level insight into drug-target residence time #URL# #URL#,"['New', 'atom-level', 'insight', 'into', 'drug-target', 'residence', 'time', '#URL#', '#URL#']",New atom-level insight into drug-target residence time #URL# #URL#,"['new', 'atom-level', 'insight', 'into', 'drug-target', 'residence', 'time', '#', 'url', '#', '#', 'url', '#']","['new', 'atom-level', 'insight', 'into', 'drug-target', 'residence', 'time', 'url', 'url']","['new', 'atom-level', 'insight', 'into', 'drug-target', 'residence', 'time']","[('new', 'JJ'), ('atom-level', 'JJ'), ('insight', 'NN'), ('into', 'IN'), ('drug-target', 'JJ'), ('residence', 'NN'), ('time', 'NN')]","[('new', 'a'), ('atom-level', 'a'), ('insight', 'n'), ('into', 'n'), ('drug-target', 'a'), ('residence', 'n'), ('time', 'n')]","['new', 'atom-level', 'insight', 'into', 'drug-target', 'residence', 'time']"
17,"-China names speed skater, skeleton athlete as Games flag-bearers #URL# #URL#","['-China', 'names', 'speed', 'skater,', 'skeleton', 'athlete', 'as', 'Games', 'flag-bearers', '#URL#', '#URL#']","-China names speed skater, skeleton athlete as Games flag-bearers #URL# #URL#","['-china', 'names', 'speed', 'skater', ',', 'skeleton', 'athlete', 'as', 'games', 'flag-bearers', '#', 'url', '#', '#', 'url', '#']","['-china', 'names', 'speed', 'skater', 'skeleton', 'athlete', 'as', 'games', 'flag-bearers', 'url', 'url']","['-china', 'names', 'speed', 'skater', 'skeleton', 'athlete', 'as', 'games', 'flag-bearers']","[('-china', 'NN'), ('names', 'NNS'), ('speed', 'VBP'), ('skater', 'JJR'), ('skeleton', 'NN'), ('athlete', 'NN'), ('as', 'IN'), ('games', 'NNS'), ('flag-bearers', 'NNS')]","[('-china', 'n'), ('names', 'n'), ('speed', 'v'), ('skater', 'a'), ('skeleton', 'n'), ('athlete', 'n'), ('as', 'n'), ('games', 'n'), ('flag-bearers', 'n')]","['-china', 'name', 'speed', 'skater', 'skeleton', 'athlete', 'a', 'game', 'flag-bearers']"
18,"Omicron Hong Kong: ethnic minority leaders urge members to get tested as Sham Shui Po cluster grows, but chief imam warns ‘no community group should be blamed’ #URL# #URL#","['Omicron', 'Hong', 'Kong:', 'ethnic', 'minority', 'leaders', 'urge', 'members', 'to', 'get', 'tested', 'as', 'Sham', 'Shui', 'Po', 'cluster', 'grows,', 'but', 'chief', 'imam', 'warns', '‘no', 'community', 'group', 'should', 'be', 'blamed’', '#URL#', '#URL#']","Omicron Hong Kong: ethnic minority leaders urge members to get tested as Sham Shui Po cluster grows, but chief imam warns ‘no community group should be blamed’ #URL# #URL#","['omicron', 'hong', 'kong', ':', 'ethnic', 'minority', 'leaders', 'urge', 'members', 'to', 'get', 'tested', 'as', 'sham', 'shui', 'po', 'cluster', 'grows', ',', 'but', 'chief', 'imam', 'warns', '‘', 'no', 'community', 'group', 'should', 'be', 'blamed', '’', '#', 'url', '#', '#', 'url', '#']","['omicron', 'hong', 'kong', 'ethnic', 'minority', 'leaders', 'urge', 'members', 'to', 'get', 'tested', 'as', 'sham', 'shui', 'po', 'cluster', 'grows', 'but', 'chief', 'imam', 'warns', '‘', 'no', 'community', 'group', 'should', 'be', 'blamed', '’', 'url', 'url']","['omicron', 'hong', 'kong', 'ethnic', 'minority', 'leaders', 'urge', 'members', 'to', 'get', 'tested', 'as', 'sham', 'shui', 'po', 'cluster', 'grows', 'but', 'chief', 'imam', 'warns', '‘', 'no', 'community', 'group', 'should', 'be', 'blamed', '’']","[('omicron', 'NN'), ('hong', 'NN'), ('kong', 'NN'), ('ethnic', 'JJ'), ('minority', 'NN'), ('leaders', 'NNS'), ('urge', 'VBP'), ('members', 'NNS'), ('to', 'TO'), ('get', 'VB'), ('tested', 'VBN'), ('as', 'IN'), ('sham', 'NN'), ('shui', 'NN'), ('po', 'NN'), ('cluster', 'NN'), ('grows', 'NNS'), ('but', 'CC'), ('chief', 'JJ'), ('imam', 'NN'), ('warns', 'NNS'), ('‘', 'VBP'), ('no', 'DT'), ('community', 'NN'), ('group', 'NN'), ('should', 'MD'), ('be', 'VB'), ('blamed', 'VBN'), ('’', 'JJ')]","[('omicron', 'n'), ('hong', 'n'), ('kong', 'n'), ('ethnic', 'a'), ('minority', 'n'), ('leaders', 'n'), ('urge', 'v'), ('members', 'n'), ('to', 'n'), ('get', 'v'), ('tested', 'v'), ('as', 'n'), ('sham', 'n'), ('shui', 'n'), ('po', 'n'), ('cluster', 'n'), ('grows', 'n'), ('but', 'n'), ('chief', 'a'), ('imam', 'n'), ('warns', 'n'), ('‘', 'v'), ('no', 'n'), ('community', 'n'), ('group', 'n'), ('should', 'n'), ('be', 'v'), ('blamed', 'v'), ('’', 'a')]","['omicron', 'hong', 'kong', 'ethnic', 'minority', 'leader', 'urge', 'member', 'to', 'get', 'test', 'a', 'sham', 'shui', 'po', 'cluster', 'grows', 'but', 'chief', 'imam', 'warns', '‘', 'no', 'community', 'group', 'should', 'be', 'blame', '’']"
19,DaVita loses bid to dismiss DOJ's criminal antitrust charges #URL# #URL#,"['DaVita', 'loses', 'bid', 'to', 'dismiss', ""DOJ's"", 'criminal', 'antitrust', 'charges', '#URL#', '#URL#']",DaVita loses bid to dismiss DOJ's criminal antitrust charges #URL# #URL#,"['davita', 'loses', 'bid', 'to', 'dismiss', 'doj', ""'s"", 'criminal', 'antitrust', 'charges', '#', 'url', '#', '#', 'url', '#']","['davita', 'loses', 'bid', 'to', 'dismiss', 'doj', ""'s"", 'criminal', 'antitrust', 'charges', 'url', 'url']","['davita', 'loses', 'bid', 'to', 'dismiss', 'doj', ""'s"", 'criminal', 'antitrust', 'charges']","[('davita', 'JJ'), ('loses', 'VBZ'), ('bid', 'NN'), ('to', 'TO'), ('dismiss', 'VB'), ('doj', 'NN'), (""'s"", 'POS'), ('criminal', 'JJ'), ('antitrust', 'NN'), ('charges', 'NNS')]","[('davita', 'a'), ('loses', 'v'), ('bid', 'n'), ('to', 'n'), ('dismiss', 'v'), ('doj', 'n'), (""'s"", 'n'), ('criminal', 'a'), ('antitrust', 'n'), ('charges', 'n')]","['davita', 'lose', 'bid', 'to', 'dismiss', 'doj', ""'s"", 'criminal', 'antitrust', 'charge']"
20,U.N. human rights chief calls on Myanmar to restore civilian rule #URL# #URL#,"['YOU.N.', 'human', 'rights', 'chief', 'calls', 'on', 'Myanmar', 'to', 'restore', 'civilian', 'rule', '#URL#', '#URL#']",YOU.N. human rights chief calls on Myanmar to restore civilian rule #URL# #URL#,"['you.n', '.', 'human', 'rights', 'chief', 'calls', 'on', 'myanmar', 'to', 'restore', 'civilian', 'rule', '#', 'url', '#', '#', 'url', '#']","['you.n', 'human', 'rights', 'chief', 'calls', 'on', 'myanmar', 'to', 'restore', 'civilian', 'rule', 'url', 'url']","['you.n', 'human', 'rights', 'chief', 'calls', 'on', 'myanmar', 'to', 'restore', 'civilian', 'rule']","[('you.n', 'NNS'), ('human', 'JJ'), ('rights', 'NNS'), ('chief', 'NN'), ('calls', 'VBZ'), ('on', 'IN'), ('myanmar', 'NN'), ('to', 'TO'), ('restore', 'VB'), ('civilian', 'JJ'), ('rule', 'NN')]","[('you.n', 'n'), ('human', 'a'), ('rights', 'n'), ('chief', 'n'), ('calls', 'v'), ('on', 'n'), ('myanmar', 'n'), ('to', 'n'), ('restore', 'v'), ('civilian', 'a'), ('rule', 'n')]","['you.n', 'human', 'right', 'chief', 'call', 'on', 'myanmar', 'to', 'restore', 'civilian', 'rule']"
21,Lecture series throws light on Gandhian philosophy #URL# #URL#,"['Lecture', 'series', 'throws', 'light', 'on', 'Gandhian', 'philosophy', '#URL#', '#URL#']",Lecture series throws light on Gandhian philosophy #URL# #URL#,"['lecture', 'series', 'throws', 'light', 'on', 'gandhian', 'philosophy', '#', 'url', '#', '#', 'url', '#']","['lecture', 'series', 'throws', 'light', 'on', 'gandhian', 'philosophy', 'url', 'url']","['lecture', 'series', 'throws', 'light', 'on', 'gandhian', 'philosophy']","[('lecture', 'NN'), ('series', 'NN'), ('throws', 'VBZ'), ('light', 'JJ'), ('on', 'IN'), ('gandhian', 'JJ'), ('philosophy', 'NN')]","[('lecture', 'n'), ('series', 'n'), ('throws', 'v'), ('light', 'a'), ('on', 'n'), ('gandhian', 'a'), ('philosophy', 'n')]","['lecture', 'series', 'throw', 'light', 'on', 'gandhian', 'philosophy']"
22,‘Police probe into the death of girl student is flawed’ #URL# #URL#,"['‘Police', 'probe', 'into', 'the', 'death', 'of', 'girl', 'student', 'is', 'flawed’', '#URL#', '#URL#']",‘Police probe into the death of girl student is flawed’ #URL# #URL#,"['‘', 'police', 'probe', 'into', 'the', 'death', 'of', 'girl', 'student', 'is', 'flawed', '’', '#', 'url', '#', '#', 'url', '#']","['‘', 'police', 'probe', 'into', 'the', 'death', 'of', 'girl', 'student', 'is', 'flawed', '’', 'url', 'url']","['‘', 'police', 'probe', 'into', 'death', 'girl', 'student', 'flawed', '’']","[('‘', 'JJ'), ('police', 'NN'), ('probe', 'NN'), ('into', 'IN'), ('death', 'NN'), ('girl', 'NN'), ('student', 'NN'), ('flawed', 'VBD'), ('’', 'NNS')]","[('‘', 'a'), ('police', 'n'), ('probe', 'n'), ('into', 'n'), ('death', 'n'), ('girl', 'n'), ('student', 'n'), ('flawed', 'v'), ('’', 'n')]","['‘', 'police', 'probe', 'into', 'death', 'girl', 'student', 'flaw', '’']"
23,"Gasparillo fire leaves woman, son homeless #URL# #URL#","['Gasparillo', 'fire', 'leaves', 'woman,', 'son', 'homeless', '#URL#', '#URL#']","Gasparillo fire leaves woman, son homeless #URL# #URL#","['gasparillo', 'fire', 'leaves', 'woman', ',', 'son', 'homeless', '#', 'url', '#', '#', 'url', '#']","['gasparillo', 'fire', 'leaves', 'woman', 'son', 'homeless', 'url', 'url']","['gasparillo', 'fire', 'leaves', 'woman', 'son', 'homeless']","[('gasparillo', 'NN'), ('fire', 'NN'), ('leaves', 'VBZ'), ('woman', 'NN'), ('son', 'NN'), ('homeless', 'NN')]","[('gasparillo', 'n'), ('fire', 'n'), ('leaves', 'v'), ('woman', 'n'), ('son', 'n'), ('homeless', 'n')]","['gasparillo', 'fire', 'leave', 'woman', 'son', 'homeless']"
24,"Joel Embiid scores 26 points, leads 76ers past Lakers #URL# #URL#","['Joel', 'Embiid', 'scores', '26', 'points,', 'leads', '76ers', 'past', 'Lakers', '#URL#', '#URL#']","Joel Embiid scores 26 points, leads 76ers past Lakers #URL# #URL#","['joel', 'embiid', 'scores', '26', 'points', ',', 'leads', '76ers', 'past', 'lakers', '#', 'url', '#', '#', 'url', '#']","['joel', 'embiid', 'scores', '26', 'points', 'leads', '76ers', 'past', 'lakers', 'url', 'url']","['joel', 'embiid', 'scores', '26', 'points', 'leads', '76ers', 'past', 'lakers']","[('joel', 'NN'), ('embiid', 'NN'), ('scores', 'VBZ'), ('26', 'CD'), ('points', 'NNS'), ('leads', 'VBZ'), ('76ers', 'CD'), ('past', 'NN'), ('lakers', 'NNS')]","[('joel', 'n'), ('embiid', 'n'), ('scores', 'v'), ('26', 'n'), ('points', 'n'), ('leads', 'v'), ('76ers', 'n'), ('past', 'n'), ('lakers', 'n')]","['joel', 'embiid', 'score', '26', 'point', 'lead', '76ers', 'past', 'lakers']"
25,"Hong Kong Christmas cracker project teaches teens about business, gets ethnic minority and international school students working together #URL# #URL#","['Hong', 'Kong', 'Christmas', 'cracker', 'project', 'teaches', 'teens', 'about', 'business,', 'gets', 'ethnic', 'minority', 'and', 'international', 'school', 'students', 'working', 'together', '#URL#', '#URL#']","Hong Kong Christmas cracker project teaches teens about business, gets ethnic minority and international school students working together #URL# #URL#","['hong', 'kong', 'christmas', 'cracker', 'project', 'teaches', 'teens', 'about', 'business', ',', 'gets', 'ethnic', 'minority', 'and', 'international', 'school', 'students', 'working', 'together', '#', 'url', '#', '#', 'url', '#']","['hong', 'kong', 'christmas', 'cracker', 'project', 'teaches', 'teens', 'about', 'business', 'gets', 'ethnic', 'minority', 'and', 'international', 'school', 'students', 'working', 'together', 'url', 'url']","['hong', 'kong', 'christmas', 'cracker', 'project', 'teaches', 'teens', 'about', 'business', 'gets', 'ethnic', 'minority', 'and', 'international', 'school', 'students', 'working', 'together']","[('hong', 'RB'), ('kong', 'JJ'), ('christmas', 'NN'), ('cracker', 'NN'), ('project', 'NN'), ('teaches', 'VBZ'), ('teens', 'NNS'), ('about', 'IN'), ('business', 'NN'), ('gets', 'VBZ'), ('ethnic', 'JJ'), ('minority', 'NN'), ('and', 'CC'), ('international', 'JJ'), ('school', 'NN'), ('students', 'NNS'), ('working', 'VBG'), ('together', 'RB')]","[('hong', 'r'), ('kong', 'a'), ('christmas', 'n'), ('cracker', 'n'), ('project', 'n'), ('teaches', 'v'), ('teens', 'n'), ('about', 'n'), ('business', 'n'), ('gets', 'v'), ('ethnic', 'a'), ('minority', 'n'), ('and', 'n'), ('international', 'a'), ('school', 'n'), ('students', 'n'), ('working', 'v'), ('together', 'r')]","['hong', 'kong', 'christmas', 'cracker', 'project', 'teach', 'teen', 'about', 'business', 'get', 'ethnic', 'minority', 'and', 'international', 'school', 'student', 'work', 'together']"
26,"Bitcoin Needs to Flip $38K-$40K Area, Gaining Sustainable Bullish Momentum #URL#","['Bitcoin', 'Needs', 'to', 'Flip', '$38K-$40K', 'Area,', 'Gaining', 'Sustainable', 'Bullish', 'Momentum', '#URL#']","Bitcoin Needs to Flip $38K-$40K Area, Gaining Sustainable Bullish Momentum #URL#","['bitcoin', 'needs', 'to', 'flip', '$', '38k-', '$', '40k', 'area', ',', 'gaining', 'sustainable', 'bullish', 'momentum', '#', 'url', '#']","['bitcoin', 'needs', 'to', 'flip', '38k-', '40k', 'area', 'gaining', 'sustainable', 'bullish', 'momentum', 'url']","['bitcoin', 'needs', 'to', 'flip', '38k-', '40k', 'area', 'gaining', 'sustainable', 'bullish', 'momentum']","[('bitcoin', 'NN'), ('needs', 'NNS'), ('to', 'TO'), ('flip', 'VB'), ('38k-', 'JJ'), ('40k', 'CD'), ('area', 'NN'), ('gaining', 'VBG'), ('sustainable', 'JJ'), ('bullish', 'JJ'), ('momentum', 'NN')]","[('bitcoin', 'n'), ('needs', 'n'), ('to', 'n'), ('flip', 'v'), ('38k-', 'a'), ('40k', 'n'), ('area', 'n'), ('gaining', 'v'), ('sustainable', 'a'), ('bullish', 'a'), ('momentum', 'n')]","['bitcoin', 'need', 'to', 'flip', '38k-', '40k', 'area', 'gain', 'sustainable', 'bullish', 'momentum']"
27,"Biden voter 'disgusted' with the president, says Dem party has become 'unrecognizable' #URL# #URL#","['Biden', 'voter', ""'disgusted'"", 'with', 'the', 'president,', 'says', 'Dem', 'party', 'has', 'become', ""'unrecognizable'"", '#URL#', '#URL#']","Biden voter 'disgusted' with the president, says Dem party has become 'unrecognizable' #URL# #URL#","['biden', 'voter', ""'disgusted"", ""'"", 'with', 'the', 'president', ',', 'says', 'dem', 'party', 'has', 'become', ""'unrecognizable"", ""'"", '#', 'url', '#', '#', 'url', '#']","['biden', 'voter', ""'disgusted"", 'with', 'the', 'president', 'says', 'dem', 'party', 'has', 'become', ""'unrecognizable"", 'url', 'url']","['biden', 'voter', ""'disgusted"", 'with', 'president', 'says', 'dem', 'party', 'become', ""'unrecognizable""]","[('biden', 'JJ'), ('voter', 'NN'), (""'disgusted"", 'VBN'), ('with', 'IN'), ('president', 'NN'), ('says', 'VBZ'), ('dem', 'NN'), ('party', 'NN'), ('become', 'NN'), (""'unrecognizable"", 'JJ')]","[('biden', 'a'), ('voter', 'n'), (""'disgusted"", 'v'), ('with', 'n'), ('president', 'n'), ('says', 'v'), ('dem', 'n'), ('party', 'n'), ('become', 'n'), (""'unrecognizable"", 'a')]","['biden', 'voter', ""'disgusted"", 'with', 'president', 'say', 'dem', 'party', 'become', ""'unrecognizable""]"
28,"Eli Dhaniram-Gopaul, 8, discovers passion for drawing #URL# #URL#","['Eli', 'Dhaniram-Gopaul,', '8,', 'discovers', 'passion', 'for', 'drawing', '#URL#', '#URL#']","Eli Dhaniram-Gopaul, 8, discovers passion for drawing #URL# #URL#","['eli', 'dhaniram-gopaul', ',', '8', ',', 'discovers', 'passion', 'for', 'drawing', '#', 'url', '#', '#', 'url', '#']","['eli', 'dhaniram-gopaul', '8', 'discovers', 'passion', 'for', 'drawing', 'url', 'url']","['eli', 'dhaniram-gopaul', '8', 'discovers', 'passion', 'drawing']","[('eli', 'JJ'), ('dhaniram-gopaul', 'JJ'), ('8', 'CD'), ('discovers', 'NNS'), ('passion', 'NN'), ('drawing', 'VBG')]","[('eli', 'a'), ('dhaniram-gopaul', 'a'), ('8', 'n'), ('discovers', 'n'), ('passion', 'n'), ('drawing', 'v')]","['eli', 'dhaniram-gopaul', '8', 'discovers', 'passion', 'draw']"
29,"Wine industry badly needs to attract Millenials, new report finds #URL# #URL#","['Wine', 'industry', 'badly', 'needs', 'to', 'attract', 'Millenials,', 'new', 'report', 'finds', '#URL#', '#URL#']","Wine industry badly needs to attract Millenials, new report finds #URL# #URL#","['wine', 'industry', 'badly', 'needs', 'to', 'attract', 'millenials', ',', 'new', 'report', 'finds', '#', 'url', '#', '#', 'url', '#']","['wine', 'industry', 'badly', 'needs', 'to', 'attract', 'millenials', 'new', 'report', 'finds', 'url', 'url']","['wine', 'industry', 'badly', 'needs', 'to', 'attract', 'millenials', 'new', 'report', 'finds']","[('wine', 'NN'), ('industry', 'NN'), ('badly', 'RB'), ('needs', 'VBZ'), ('to', 'TO'), ('attract', 'VB'), ('millenials', 'NNS'), ('new', 'JJ'), ('report', 'NN'), ('finds', 'NNS')]","[('wine', 'n'), ('industry', 'n'), ('badly', 'r'), ('needs', 'v'), ('to', 'n'), ('attract', 'v'), ('millenials', 'n'), ('new', 'a'), ('report', 'n'), ('finds', 'n')]","['wine', 'industry', 'badly', 'need', 'to', 'attract', 'millenials', 'new', 'report', 'find']"
30,"Covid-19: Over 120,000 policemen fully vaccinated, says IGP #URL# #URL#","['Covid-19:', 'Over', '120,000', 'policemen', 'fully', 'vaccinated,', 'says', 'IGP', '#URL#', '#URL#']","Covid-19: Over 120,000 policemen fully vaccinated, says IGP #URL# #URL#","['covid-19', ':', 'over', '120,000', 'policemen', 'fully', 'vaccinated', ',', 'says', 'igp', '#', 'url', '#', '#', 'url', '#']","['covid-19', 'over', '120,000', 'policemen', 'fully', 'vaccinated', 'says', 'igp', 'url', 'url']","['covid-19', 'over', '120,000', 'policemen', 'fully', 'vaccinated', 'says', 'igp']","[('covid-19', 'NN'), ('over', 'IN'), ('120,000', 'CD'), ('policemen', 'NNS'), ('fully', 'RB'), ('vaccinated', 'VBD'), ('says', 'VBZ'), ('igp', 'NN')]","[('covid-19', 'n'), ('over', 'n'), ('120,000', 'n'), ('policemen', 'n'), ('fully', 'r'), ('vaccinated', 'v'), ('says', 'v'), ('igp', 'n')]","['covid-19', 'over', '120,000', 'policeman', 'fully', 'vaccinate', 'say', 'igp']"
31,GoodHeart | Manchester Peace Coalition charting a way forward for at-risk communities #URL#,"['GoodHeart', '|', 'Manchester', 'Peace', 'Coalition', 'charting', 'a', 'way', 'forward', 'for', 'at-risk', 'communities', '#URL#']",GoodHeart | Manchester Peace Coalition charting a way forward for at-risk communities #URL#,"['goodheart', '|', 'manchester', 'peace', 'coalition', 'charting', 'a', 'way', 'forward', 'for', 'at-risk', 'communities', '#', 'url', '#']","['goodheart', 'manchester', 'peace', 'coalition', 'charting', 'a', 'way', 'forward', 'for', 'at-risk', 'communities', 'url']","['goodheart', 'manchester', 'peace', 'coalition', 'charting', 'way', 'forward', 'at-risk', 'communities']","[('goodheart', 'NN'), ('manchester', 'NN'), ('peace', 'NN'), ('coalition', 'NN'), ('charting', 'VBG'), ('way', 'NN'), ('forward', 'RB'), ('at-risk', 'JJ'), ('communities', 'NNS')]","[('goodheart', 'n'), ('manchester', 'n'), ('peace', 'n'), ('coalition', 'n'), ('charting', 'v'), ('way', 'n'), ('forward', 'r'), ('at-risk', 'a'), ('communities', 'n')]","['goodheart', 'manchester', 'peace', 'coalition', 'chart', 'way', 'forward', 'at-risk', 'community']"
32,Homeless camps are often blamed for crime but experts say it's not so simple #URL# #URL#,"['Homeless', 'camps', 'are', 'often', 'blamed', 'for', 'crime', 'but', 'experts', 'say', 'it is', 'not', 'so', 'simple', '#URL#', '#URL#']",Homeless camps are often blamed for crime but experts say it is not so simple #URL# #URL#,"['homeless', 'camps', 'are', 'often', 'blamed', 'for', 'crime', 'but', 'experts', 'say', 'it', 'is', 'not', 'so', 'simple', '#', 'url', '#', '#', 'url', '#']","['homeless', 'camps', 'are', 'often', 'blamed', 'for', 'crime', 'but', 'experts', 'say', 'it', 'is', 'not', 'so', 'simple', 'url', 'url']","['homeless', 'camps', 'are', 'often', 'blamed', 'crime', 'but', 'experts', 'say', 'not', 'so', 'simple']","[('homeless', 'NN'), ('camps', 'NNS'), ('are', 'VBP'), ('often', 'RB'), ('blamed', 'VBN'), ('crime', 'NN'), ('but', 'CC'), ('experts', 'NNS'), ('say', 'VBP'), ('not', 'RB'), ('so', 'RB'), ('simple', 'JJ')]","[('homeless', 'n'), ('camps', 'n'), ('are', 'v'), ('often', 'r'), ('blamed', 'v'), ('crime', 'n'), ('but', 'n'), ('experts', 'n'), ('say', 'v'), ('not', 'r'), ('so', 'r'), ('simple', 'a')]","['homeless', 'camp', 'be', 'often', 'blame', 'crime', 'but', 'expert', 'say', 'not', 'so', 'simple']"
33,"Don McLean of 'American Pie' fame tells Fox News Digital, 'I did the right thing with my life' #URL# #URL#","['Don', 'McLean', 'of', ""'American"", ""Pie'"", 'fame', 'tells', 'Fox', 'News', 'Digital,', ""'I"", 'did', 'the', 'right', 'thing', 'with', 'my', ""life'"", '#URL#', '#URL#']","Don McLean of 'American Pie' fame tells Fox News Digital, 'I did the right thing with my life' #URL# #URL#","['don', 'mclean', 'of', ""'american"", 'pie', ""'"", 'fame', 'tells', 'fox', 'news', 'digital', ',', ""'"", 'i', 'did', 'the', 'right', 'thing', 'with', 'my', 'life', ""'"", '#', 'url', '#', '#', 'url', '#']","['don', 'mclean', 'of', ""'american"", 'pie', 'fame', 'tells', 'fox', 'news', 'digital', 'i', 'did', 'the', 'right', 'thing', 'with', 'my', 'life', 'url', 'url']","['don', 'mclean', ""'american"", 'pie', 'fame', 'tells', 'fox', 'news', 'digital', 'i', 'did', 'right', 'thing', 'with', 'my', 'life']","[('don', 'JJ'), ('mclean', 'JJ'), (""'american"", 'JJ'), ('pie', 'NN'), ('fame', 'NN'), ('tells', 'VBZ'), ('fox', 'JJ'), ('news', 'NN'), ('digital', 'NN'), ('i', 'NN'), ('did', 'VBD'), ('right', 'JJ'), ('thing', 'NN'), ('with', 'IN'), ('my', 'PRP$'), ('life', 'NN')]","[('don', 'a'), ('mclean', 'a'), (""'american"", 'a'), ('pie', 'n'), ('fame', 'n'), ('tells', 'v'), ('fox', 'a'), ('news', 'n'), ('digital', 'n'), ('i', 'n'), ('did', 'v'), ('right', 'a'), ('thing', 'n'), ('with', 'n'), ('my', 'n'), ('life', 'n')]","['don', 'mclean', ""'american"", 'pie', 'fame', 'tell', 'fox', 'news', 'digital', 'i', 'do', 'right', 'thing', 'with', 'my', 'life']"
34,Kremlin’s Neo-Traditionalism Deepening Divide Between Russians And North Caucasians – OpEd #URL# #URL#,"['Kremlin’s', 'Neo-Traditionalism', 'Deepening', 'Divide', 'Between', 'Russians', 'And', 'North', 'Caucasians', '–', 'OpEd', '#URL#', '#URL#']",Kremlin’s Neo-Traditionalism Deepening Divide Between Russians And North Caucasians – OpEd #URL# #URL#,"['kremlin', '’', 's', 'neo-traditionalism', 'deepening', 'divide', 'between', 'russians', 'and', 'north', 'caucasians', '–', 'oped', '#', 'url', '#', '#', 'url', '#']","['kremlin', '’', 's', 'neo-traditionalism', 'deepening', 'divide', 'between', 'russians', 'and', 'north', 'caucasians', '–', 'oped', 'url', 'url']","['kremlin', '’', 's', 'neo-traditionalism', 'deepening', 'divide', 'between', 'russians', 'and', 'north', 'caucasians', '–', 'oped']","[('kremlin', 'NN'), ('’', 'NNP'), ('s', 'VBZ'), ('neo-traditionalism', 'NN'), ('deepening', 'VBG'), ('divide', 'NN'), ('between', 'IN'), ('russians', 'NNS'), ('and', 'CC'), ('north', 'JJ'), ('caucasians', 'NNS'), ('–', 'VBP'), ('oped', 'VBD')]","[('kremlin', 'n'), ('’', 'n'), ('s', 'v'), ('neo-traditionalism', 'n'), ('deepening', 'v'), ('divide', 'n'), ('between', 'n'), ('russians', 'n'), ('and', 'n'), ('north', 'a'), ('caucasians', 'n'), ('–', 'v'), ('oped', 'v')]","['kremlin', '’', 's', 'neo-traditionalism', 'deepen', 'divide', 'between', 'russian', 'and', 'north', 'caucasian', '–', 'oped']"
